Netlist

Exported from 001000-003.sch at 6/10/2019 1:29 PM

EAGLE Version 9.4.0 Copyright (c) 1988-2019 Autodesk, Inc.

Net             Part     Pad      Pin        Sheet

+1V8            C44      1        1          1
PA00_XIN32      C16      2        2          1
                IC1      1        PA00       1
                Y1       2        2          1

PA01_XOUT32     C17      2        2          1
                IC1      2        PA01       1
                Y1       1        1          1

PA02_AIN0       IC1      3        PA02       1
                IC11     18       !CS        4
                R24      1        1          4

PA03_VREFA      IC1      4        PA03       1

PA04_AIN4       IC1      9        PA04       1
                IC7      11       BT_RESET   3

PA05_AIN5       IC1      10       PA05       1

PA06_AIN6       IC1      11       PA06       1

PA07_AIN7       IC1      12       PA07       1
                IC11     13       !INT       4
                R29      1        1          4

PA08_S0_I2C_SDA IC1      13       PA08       1
                IC6      5        SDA        3

PA09_S0_I2C_SCL IC1      14       PA09       1
                IC6      6        SCL        3

PA10_TCC0-W2    IC1      15       PA10       1

PA11_TCC0-W3    IC1      16       PA11       1
                IC10     18       !CS        4
                R26      1        1          4

PA12_S2_TX      IC1      21       PA12       1
                U1       8        A1         1

PA13_S2_RX      IC1      22       PA13       1
                U1       9        A2         1

PA14_IMM_OFF    IC1      23       PA14       1
                Q1       5        G2         3
                R12      2        2          3

PA15_IMM_ON     IC1      24       PA15       1
                Q1       2        G1         3
                R11      2        2          3

PA16_S1_MOSI    IC1      25       PA16       1
                IC10     16       SI         4
                IC11     16       SI         4
                IC8      5        DI_(IO0)   3
                J2       3        CMD        3

PA17_S1_SCK     IC1      26       PA17       1
                IC10     14       SCK        4
                IC11     14       SCK        4
                IC8      6        CLK        3
                J2       5        CLK        3

PA18_OTG        IC1      27       PA18       1
                J5       4        4          6

PA19_S1_MISO    IC1      28       PA19       1
                IC10     17       SO         4
                IC11     17       SO         4
                IC8      2        DO_(IO1)   3
                J2       7        DAT0       3

PA20_TCC0-W6    IC1      29       PA20       1
                IC7      8        SPI_MISO   3

PA21_TCC0-W7    IC1      30       PA21       1
                IC10     13       !INT       4
                R28      1        1          4

PA22_TC4-W0     IC1      31       PA22       1
                IC7      9        SPI_MOSI   3

PA23_TC4-W1     IC1      32       PA23       1
                IC7      7        SPI_CLK    3

PA24_USB_N      D12      3        3          6
                IC1      33       PA24       1
                J5       2        2          6

PA25_USB_P      D12      2        2          6
                IC1      34       PA25       1
                J5       3        3          6

PA27_INT        IC1      39       PA27       1

PA28_S2_PWRON   IC1      41       PA28       1
                Q4       2        G1         1
                R18      2        2          1

PA30_SWCLK      IC1      45       PA30       1

PA31_SWDIO      IC1      46       PA31       1

PB02_AIN10      IC1      47       PB02       1
                IC7      10       SPI_CS     3

PB03_AIN11      IC1      48       PB03       1
                IC7      4        SPI_IRQ    3

PB08_RST        IC1      7        PB08       1
                Q4       5        G2         1
                R19      2        2          1

PB10_TCC0-W4    IC1      19       PB10       1
                J2       2        CD/DAT3    3
                R23      1        1          3

PB11_TCC0-W5    IC1      20       PB11       1
                IC8      1        !CS        3
                R22      1        1          3

PB22_S5_TX      FB2      2        2          5
                IC1      37       PB22       1

PB23_S5_RX      FB3      2        2          5
                IC1      38       PB23       1

PWR_ON          IC2      15       PWR_ON     1
                Q4       6        D1         1
                TP1      TP       TP         1

RXCAN0          IC10     2        RXCAN      4
                IC9      4        RXD1       4

RXCAN1          IC11     2        RXCAN      4
                IC9      7        RXD2       4

SCLK            D2       2        A          1
                IC2      38       SIM_CLK    1
                J1       3        C3         1

SIM_DET         IC2      42       GPIO5      1
                Q3       3        3          1
                R17      1        1          1

SIO             D3       2        A          1
                IC2      39       SIM_IO     1
                J1       6        C7         1

SRST            D4       2        A          1
                IC2      40       SIM_RST    1
                J1       2        C2         1

SSW             J1       8        DSW2       1
                Q3       1        1          1
                R16      1        1          1

SVCC            C27      2        2          1
                IC2      41       VSIM       1
                J1       1        C1         1

TXCAN0          IC10     1        TXCAN      4
                IC9      1        TXD1       4

TXCAN1          IC11     1        TXCAN      4
                IC9      6        TXD2       4

UB_GPS_RX       FB2      1        1          5
                U$1      3_RXD    3_RXD      5

